0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 142, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000 , 0 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 246, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000 , 0 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 246, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000 , 0 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 347, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000 , 0 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 347, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000 , 0 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 347, -0.04257, 0.01490, 0.00000, -0.70390, 2.81558, 9.69652, 28.24765 , 389 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 347, -0.04257, 0.01490, 0.00000, -0.70390, 2.81558, 9.69652, 28.24765 , 389 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 448, -0.04257, 0.01490, 0.00000, -0.70390, 2.81558, 9.69652, 28.24765 , 389 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 448, -0.04257, 0.01490, 0.00000, -0.70390, 2.81558, 9.69652, 28.24765 , 389 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 448, -0.04257, 0.01490, 0.00000, -0.70390, 2.81558, 9.69652, 28.24765 , 389 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 448, -0.04257, 0.01490, 0.00000, -0.70390, 2.81558, 9.69652, 28.24765 , 389 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 448, 0.00000, 0.00000, 0.00000, 10.11311, 152.83147, -7.05332, 36.53000 , 528 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 549, 0.00000, 0.00000, 0.00000, 10.11311, 152.83147, -7.05332, 36.53000 , 528 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 549, 0.00000, 0.00000, 0.00000, 10.11311, 152.83147, -7.05332, 36.53000 , 562 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 549, 0.00000, 0.00000, 0.00000, 10.11311, 152.83147, -7.05332, 36.53000 , 562 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 549, 0.00000, 0.00000, 0.00000, 10.11311, 152.83147, -7.05332, 36.53000 , 596 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 549, 0.00000, 0.00000, 0.00000, 10.11311, 152.83147, -7.05332, 36.53000 , 631 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 650, -0.04150, 0.01809, -0.00319, -0.73741, 2.70545, 9.71567, 28.34176 , 652 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 650, -0.04150, 0.01596, 0.00213, -0.77093, 2.77249, 9.71088, 28.43588 , 670 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 650, -0.04150, 0.01490, 0.00000, -0.74699, 2.81558, 9.69173, 28.38882 , 694 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 650, -0.04257, 0.01703, 0.00000, -0.69911, 2.83473, 9.69652, 28.48294 , 712 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 650, -0.04150, 0.02022, 0.00000, -0.67995, 2.71981, 9.80186, 28.38882 , 730 
0.000000, 0.000000, 0.000000 ,0, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 750, -0.04150, 0.01703, -0.00106, -0.71826, 2.73897, 9.70131, 28.34176 , 742 
12661.887695, 173.025436, 30.870001 ,777, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 750, -0.04257, 0.01596, 0.00000, -0.72784, 2.81558, 9.78750, 28.34176 , 767 
12661.887695, 173.025436, 30.870001 ,777, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 750, -0.03938, 0.02022, 0.00000, -0.74699, 2.81558, 9.74440, 28.38882 , 794 
12661.887695, 173.025436, 30.959999 ,804, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 750, -0.03831, 0.01916, -0.00426, -0.72784, 2.79164, 9.77313, 28.48294 , 812 
12661.887695, 173.025436, 30.959999 ,831, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 750, -0.03938, 0.02022, 0.00000, -0.69432, 2.78685, 9.69173, 28.29471 , 839 
12661.887695, 173.025436, 30.959999 ,858, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 850, -0.03938, 0.01703, -0.00213, -0.73741, 2.74376, 9.75398, 28.38882 , 848 
12661.887695, 173.025436, 30.959999 ,883, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 850, -0.04150, 0.01809, -0.00213, -0.83797, 2.75812, 9.72525, 28.38882 , 873 
12661.887695, 173.025436, 30.959999 ,883, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 850, -0.04150, 0.01809, -0.00106, -0.76614, 2.77249, 9.74919, 28.48294 , 900 
12661.887695, 173.025436, 30.959999 ,910, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 850, -0.04044, 0.01277, -0.00106, -0.74699, 2.80122, 9.73961, 28.48294 , 925 
12661.887695, 173.025436, 30.959999 ,935, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 850, -0.04363, 0.01809, -0.00213, -0.72784, 2.82037, 9.66779, 28.38882 , 943 
12661.887695, 173.025436, 30.959999 ,964, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 954, -0.03831, 0.01596, -0.00106, -0.73263, 2.82995, 9.69652, 28.38882 , 972 
12661.887695, 173.025436, 30.959999 ,989, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 954, -0.03831, 0.02128, 0.00106, -0.69432, 2.73418, 9.74919, 28.43588 , 979 
12661.887695, 173.025436, 30.959999 ,1015, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 954, -0.04044, 0.01703, 0.00000, -0.75178, 2.79164, 9.74440, 28.43588 , 1005 
12661.887695, 173.025436, 30.959999 ,1015, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 954, -0.04257, 0.01596, -0.00213, -0.75178, 2.79643, 9.64384, 28.38882 , 1032 
12661.887695, 173.025436, 30.959999 ,1042, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 954, -0.03831, 0.02235, -0.00106, -0.80445, 2.74854, 9.80665, 28.43588 , 1050 
12661.887695, 173.025436, 30.959999 ,1070, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 1057, -0.04044, 0.01490, 0.00000, -0.74220, 2.77249, 9.83538, 28.48294 , 1077 
